,course_id,user_id,rating,Sentiment,course_difficulty
181,the-science-of-well-being,By Karen H,5,2,Mixed
182,the-science-of-well-being,By Joanna M,5,2,Mixed
183,the-science-of-well-being,By Erik W Y,5,2,Mixed
184,the-science-of-well-being,By Nolita M,5,2,Mixed
185,the-science-of-well-being,By Margaret S,5,2,Mixed
186,the-science-of-well-being,By Lottie R,5,2,Mixed
187,the-science-of-well-being,By Donna R C,5,2,Mixed
188,the-science-of-well-being,By Clotilda O A,5,2,Mixed
189,the-science-of-well-being,By Parth G,5,2,Mixed
190,the-science-of-well-being,By Maria A,5,2,Mixed
191,the-science-of-well-being,By Tiyane C,5,2,Mixed
192,the-science-of-well-being,By Zannatul N,5,2,Mixed
193,the-science-of-well-being,By Anshu k,5,2,Mixed
194,the-science-of-well-being,By Rita L,5,2,Mixed
195,the-science-of-well-being,By Jules B,5,2,Mixed
196,the-science-of-well-being,By Rebecca N,5,2,Mixed
197,the-science-of-well-being,By Rebecca H,5,2,Mixed
198,the-science-of-well-being,By Katie S,5,2,Mixed
199,the-science-of-well-being,By Harprit K,5,2,Mixed
200,the-science-of-well-being,By rajanee b,5,2,Mixed
201,the-science-of-well-being,By Abby N A,5,2,Mixed
202,the-science-of-well-being,By Katharina S,5,2,Mixed
203,the-science-of-well-being,By Andrew W,5,2,Mixed
204,the-science-of-well-being,By Meghan S,5,2,Mixed
205,the-science-of-well-being,By Anya P,5,2,Mixed
206,the-science-of-well-being,By Gary T H,5,2,Mixed
207,the-science-of-well-being,By Ceren c,5,2,Mixed
208,the-science-of-well-being,By Rachael K,5,2,Mixed
209,the-science-of-well-being,By Kat,5,2,Mixed
210,the-science-of-well-being,By Margarita R D,5,2,Mixed
211,the-science-of-well-being,By Soledad R C,5,2,Mixed
212,the-science-of-well-being,By Caryn B,5,2,Mixed
213,the-science-of-well-being,By nicole b,5,2,Mixed
214,the-science-of-well-being,By Amy L,5,2,Mixed
215,the-science-of-well-being,By Rebecca H,5,2,Mixed
216,the-science-of-well-being,By Dana D,5,2,Mixed
217,the-science-of-well-being,By Naylinn H,5,2,Mixed
218,the-science-of-well-being,By Stacy H,5,2,Mixed
219,the-science-of-well-being,By Kira B,5,2,Mixed
220,the-science-of-well-being,By India M,5,2,Mixed
221,the-science-of-well-being,By Pamela P,5,2,Mixed
222,the-science-of-well-being,By Jeff S,5,2,Mixed
223,the-science-of-well-being,By Isabelle V,5,2,Mixed
224,the-science-of-well-being,By Kathleen M F,5,2,Mixed
225,the-science-of-well-being,By  A H,5,2,Mixed
226,the-science-of-well-being,By Megan M,5,2,Mixed
227,the-science-of-well-being,By Tommy C,5,2,Mixed
228,the-science-of-well-being,By Hayley J S,5,2,Mixed
229,the-science-of-well-being,By Cheryl F,5,2,Mixed
230,the-science-of-well-being,By Ulisses E L,5,2,Mixed
231,the-science-of-well-being,By Silvia C,5,2,Mixed
232,the-science-of-well-being,By Norma B P G B,5,2,Mixed
233,the-science-of-well-being,By Kaushik K G,5,2,Mixed
234,the-science-of-well-being,By Naa K A N,5,2,Mixed
235,the-science-of-well-being,By Lisa M ,5,2,Mixed
236,the-science-of-well-being,By Eszter B,5,2,Mixed
237,the-science-of-well-being,By Manuel H J,5,2,Mixed
238,the-science-of-well-being,By Tina C,5,2,Mixed
239,the-science-of-well-being,By Michelle S,5,2,Mixed
240,the-science-of-well-being,By PRABHU S,5,2,Mixed
241,the-science-of-well-being,By Mircea N,5,2,Mixed
242,the-science-of-well-being,By The M N,5,2,Mixed
243,the-science-of-well-being,By Barbara S,5,2,Mixed
244,the-science-of-well-being,By Chanel L ,5,2,Mixed
245,the-science-of-well-being,By Ryan N,5,2,Mixed
246,the-science-of-well-being,By Kat S,5,2,Mixed
247,the-science-of-well-being,By Meredith D ,5,2,Mixed
248,the-science-of-well-being,By Varadaraj S,5,2,Mixed
249,the-science-of-well-being,By Lian K,5,2,Mixed
250,the-science-of-well-being,By Dima R,5,2,Mixed
251,the-science-of-well-being,By Elisabeth K,5,2,Mixed
252,the-science-of-well-being,By Carmen S R,5,2,Mixed
253,the-science-of-well-being,By Sylvia S,5,2,Mixed
254,the-science-of-well-being,By Robert O,5,2,Mixed
255,the-science-of-well-being,By Ian K,5,2,Mixed
256,the-science-of-well-being,By Inge F,5,2,Mixed
257,the-science-of-well-being,By Kreg R,5,2,Mixed
258,the-science-of-well-being,By Mary B,5,2,Mixed
259,the-science-of-well-being,By Jane p,5,2,Mixed
260,the-science-of-well-being,By Lindsay J,5,0,Mixed
261,the-science-of-well-being,By Aleksandar T,5,2,Mixed
262,the-science-of-well-being,By Megan M,5,2,Mixed
263,the-science-of-well-being,By Emily K,5,2,Mixed
264,the-science-of-well-being,By Pamela,5,2,Mixed
265,the-science-of-well-being,By Diana A,5,1,Mixed
266,the-science-of-well-being,By Tracey M,5,2,Mixed
267,the-science-of-well-being,By Giovanna M,5,2,Mixed
268,the-science-of-well-being,By Melissa S,5,2,Mixed
269,the-science-of-well-being,By Camelia N,5,2,Mixed
270,the-science-of-well-being,By Swasti S T,5,2,Mixed
271,the-science-of-well-being,By Jessie M,5,2,Mixed
272,the-science-of-well-being,By Jing,5,2,Mixed
273,the-science-of-well-being,By Caitlyn R,5,2,Mixed
274,the-science-of-well-being,By Catheleen L,5,2,Mixed
275,the-science-of-well-being,By Eboni B,5,2,Mixed
276,the-science-of-well-being,By Kristina K ,5,2,Mixed
277,the-science-of-well-being,By Lindy T,5,2,Mixed
278,the-science-of-well-being,By Alicia G,5,2,Mixed
279,the-science-of-well-being,By Ana M S,5,2,Mixed
280,the-science-of-well-being,By Jenna L,5,2,Mixed
281,the-science-of-well-being,By Ngoc N H K T,5,2,Mixed
282,the-science-of-well-being,By Kira,5,2,Mixed
283,the-science-of-well-being,By TLH,5,2,Mixed
284,the-science-of-well-being,By Sandra C,5,2,Mixed
285,the-science-of-well-being,By Charlotte L,5,2,Mixed
286,the-science-of-well-being,By Imilce R,5,2,Mixed
287,the-science-of-well-being,By Angelica,5,1,Mixed
288,the-science-of-well-being,By Ben N,5,2,Mixed
289,the-science-of-well-being,By Claudete M J,5,2,Mixed
290,the-science-of-well-being,By David N,5,2,Mixed
291,the-science-of-well-being,By Mary D,5,2,Mixed
292,the-science-of-well-being,By Hynd B,5,2,Mixed
293,the-science-of-well-being,By Pablo N,5,1,Mixed
294,the-science-of-well-being,By Michelle K,5,2,Mixed
295,the-science-of-well-being,By Bianca R,5,2,Mixed
296,the-science-of-well-being,By Jo J,5,2,Mixed
297,the-science-of-well-being,By Maram K A,5,2,Mixed
298,the-science-of-well-being,By Ellen H M,5,2,Mixed
299,the-science-of-well-being,By Rajiv N,5,2,Mixed
300,the-science-of-well-being,By Francesco G,5,2,Mixed
301,the-science-of-well-being,By Michelle M,5,2,Mixed
302,the-science-of-well-being,By Jonathan P,5,2,Mixed
303,the-science-of-well-being,By shalini J,5,2,Mixed
304,the-science-of-well-being,By Kirstin M,5,2,Mixed
305,the-science-of-well-being,By Donna N,5,2,Mixed
306,the-science-of-well-being,By Indhu P R,5,2,Mixed
307,the-science-of-well-being,By Kayla L,5,2,Mixed
308,the-science-of-well-being,By Freddy N,5,2,Mixed
309,the-science-of-well-being,By Maria,5,2,Mixed
310,the-science-of-well-being,By Dayne E R,5,2,Mixed
311,the-science-of-well-being,By Mark H R,5,2,Mixed
312,the-science-of-well-being,By Denise V,5,2,Mixed
313,the-science-of-well-being,By Dave A,5,2,Mixed
314,the-science-of-well-being,By Ixta J,5,2,Mixed
315,the-science-of-well-being,By Cia L,5,2,Mixed
316,the-science-of-well-being,By Tara D P,5,2,Mixed
317,the-science-of-well-being,By Heather A,5,2,Mixed
318,the-science-of-well-being,By Lilliard L,5,2,Mixed
319,the-science-of-well-being,By natacha w,5,2,Mixed
320,the-science-of-well-being,By Becky L,5,2,Mixed
321,the-science-of-well-being,By Cynthia P,5,2,Mixed
322,the-science-of-well-being,"By EKOR,Faustine A",5,2,Mixed
323,the-science-of-well-being,By Anamaria G,5,2,Mixed
324,the-science-of-well-being,By Holly D,5,2,Mixed
325,the-science-of-well-being,By Justyna D,5,2,Mixed
326,the-science-of-well-being,By Annie G,5,2,Mixed
327,the-science-of-well-being,By Leuca S,5,2,Mixed
328,the-science-of-well-being,By Edmund T W P,5,2,Mixed
329,the-science-of-well-being,By Krista W,5,2,Mixed
330,the-science-of-well-being,By Angela S,5,2,Mixed
331,the-science-of-well-being,By Nicoleta M,5,2,Mixed
332,the-science-of-well-being,By Kimberly H ,5,2,Mixed
333,the-science-of-well-being,By Bobby S,5,2,Mixed
334,the-science-of-well-being,By Cathy,5,2,Mixed
335,the-science-of-well-being,By Liliana P,5,2,Mixed
336,the-science-of-well-being,By Laura V,5,2,Mixed
337,the-science-of-well-being,By Francesco R,5,2,Mixed
338,the-science-of-well-being,By claire p,5,2,Mixed
339,the-science-of-well-being,By Carol G,5,2,Mixed
340,the-science-of-well-being,By Lizabeth A W,5,2,Mixed
341,the-science-of-well-being,By VENKATESH N,5,2,Mixed
342,the-science-of-well-being,By Lexi V,5,2,Mixed
343,the-science-of-well-being,By Sarah C,5,2,Mixed
344,the-science-of-well-being,By Tracee M,5,2,Mixed
345,the-science-of-well-being,By Carloni,5,2,Mixed
346,the-science-of-well-being,By Alix M,5,2,Mixed
347,the-science-of-well-being,By Jan P,5,2,Mixed
348,the-science-of-well-being,By Esteban D,5,2,Mixed
349,the-science-of-well-being,By Grant H,5,2,Mixed
350,the-science-of-well-being,By Sonya F,5,2,Mixed
351,the-science-of-well-being,By Lianne H,5,2,Mixed
352,the-science-of-well-being,By Shauni U d B,5,2,Mixed
353,the-science-of-well-being,By Sarah S,5,2,Mixed
354,the-science-of-well-being,By Kimberly G,5,2,Mixed
355,the-science-of-well-being,By Leah O,5,2,Mixed
356,the-science-of-well-being,By Krista K,5,2,Mixed
357,the-science-of-well-being,By Nadia N,5,2,Mixed
358,the-science-of-well-being,By Odhrán A,5,2,Mixed
359,the-science-of-well-being,By Kan L,5,2,Mixed
360,the-science-of-well-being,By Susan A,5,2,Mixed
361,the-science-of-well-being,By Jessica K G,5,2,Mixed
362,the-science-of-well-being,By Shelby S,5,2,Mixed
363,the-science-of-well-being,By Lee S,5,2,Mixed
364,the-science-of-well-being,By Yesenia r ,5,2,Mixed
365,the-science-of-well-being,By chuck g,5,2,Mixed
366,the-science-of-well-being,By Nicolas G,5,2,Mixed
367,the-science-of-well-being,By Franziska F ,5,2,Mixed
368,the-science-of-well-being,By Rebecca N,5,2,Mixed
369,the-science-of-well-being,By Sari L ,5,2,Mixed
370,the-science-of-well-being,By Meghan R,5,2,Mixed
371,the-science-of-well-being,By Frank F,5,2,Mixed
372,the-science-of-well-being,By Ronald W,5,2,Mixed
373,the-science-of-well-being,By Jamie S,5,2,Mixed
374,the-science-of-well-being,By Natalie N,5,2,Mixed
375,the-science-of-well-being,By Ali M H,5,2,Mixed
376,the-science-of-well-being,By Puneet K A,5,2,Mixed
377,the-science-of-well-being,By Natalie Z,5,2,Mixed
378,the-science-of-well-being,By Max,5,2,Mixed
379,the-science-of-well-being,By Valerie E,5,2,Mixed
380,the-science-of-well-being,By Sana A,5,2,Mixed
381,the-science-of-well-being,By CJ G,5,2,Mixed
382,the-science-of-well-being,By Sri H,5,2,Mixed
383,the-science-of-well-being,By david h,5,2,Mixed
384,the-science-of-well-being,By Jennifer D,5,2,Mixed
385,the-science-of-well-being,By Pritam K,5,2,Mixed
386,the-science-of-well-being,By Justina L,5,2,Mixed
387,the-science-of-well-being,By Zeel C,5,2,Mixed
388,the-science-of-well-being,By Tan L M,5,2,Mixed
389,the-science-of-well-being,By anaitullah a,5,2,Mixed
390,the-science-of-well-being,By Martha M,5,2,Mixed
391,the-science-of-well-being,By Beau R,5,2,Mixed
392,the-science-of-well-being,By amy c,5,2,Mixed
393,the-science-of-well-being,By Whitney T W,5,2,Mixed
394,the-science-of-well-being,By Kandy S,5,2,Mixed
395,the-science-of-well-being,By Kathy L F,5,2,Mixed
396,the-science-of-well-being,By Bibiana O O,5,2,Mixed
397,the-science-of-well-being,By Bill H,5,2,Mixed
398,the-science-of-well-being,By Simone D L,5,2,Mixed
399,the-science-of-well-being,By Emily M,5,2,Mixed
400,the-science-of-well-being,By Mayra A P M,5,2,Mixed
401,the-science-of-well-being,By Monique J,5,2,Mixed
402,the-science-of-well-being,By Eric T,5,0,Mixed
403,the-science-of-well-being,By Laura M,5,2,Mixed
404,the-science-of-well-being,By Nikki W,5,2,Mixed
405,the-science-of-well-being,By Acianela M d O,5,2,Mixed
406,the-science-of-well-being,By Laukau I M N M,5,2,Mixed
407,the-science-of-well-being,By Rebecca G,5,2,Mixed
408,the-science-of-well-being,By Kaitlyn M,5,2,Mixed
409,the-science-of-well-being,By Rodrigo G ,5,2,Mixed
410,the-science-of-well-being,By Bethany L,5,2,Mixed
411,the-science-of-well-being,By Juliana C,5,2,Mixed
412,the-science-of-well-being,By Susan H,5,2,Mixed
413,the-science-of-well-being,By Molly S,5,2,Mixed
414,the-science-of-well-being,By Cynthia A,5,2,Mixed
415,the-science-of-well-being,By Marie L,5,2,Mixed
416,the-science-of-well-being,By Zinovia M,5,2,Mixed
417,the-science-of-well-being,By Julia W,5,2,Mixed
418,the-science-of-well-being,By Caroline H,5,2,Mixed
419,the-science-of-well-being,By Sally O ,5,2,Mixed
420,the-science-of-well-being,By Traci N ,5,2,Mixed
421,the-science-of-well-being,By Ionut C L,5,2,Mixed
422,the-science-of-well-being,By Vrushali K,5,2,Mixed
423,the-science-of-well-being,By Gloria M,5,2,Mixed
424,the-science-of-well-being,By Susan R B,5,2,Mixed
425,the-science-of-well-being,By Susan O,5,2,Mixed
426,the-science-of-well-being,By James R,5,2,Mixed
427,the-science-of-well-being,By Jeff S,5,2,Mixed
428,the-science-of-well-being,By Elissa K,5,2,Mixed
429,the-science-of-well-being,By Rebecca F,5,2,Mixed
430,the-science-of-well-being,By Janice W R,5,2,Mixed
431,the-science-of-well-being,By Suzanne A,5,2,Mixed
432,the-science-of-well-being,By Daniel L,5,2,Mixed
433,the-science-of-well-being,By Denise L,5,2,Mixed
434,the-science-of-well-being,By Hellen O,5,2,Mixed
435,the-science-of-well-being,By Kezya F R C C,5,2,Mixed
436,the-science-of-well-being,By Katia M,5,2,Mixed
437,the-science-of-well-being,By Alekhya M,5,2,Mixed
438,the-science-of-well-being,By Adriana L ,5,2,Mixed
439,the-science-of-well-being,By Andrew C,5,2,Mixed
440,the-science-of-well-being,By Caitlin A S ,5,2,Mixed
441,the-science-of-well-being,By Di W,5,2,Mixed
442,the-science-of-well-being,By Wouter B,5,2,Mixed
443,the-science-of-well-being,By Eileen O,5,2,Mixed
444,the-science-of-well-being,By Davilene K _ S - G,5,2,Mixed
445,the-science-of-well-being,By Andrea V,5,2,Mixed
446,the-science-of-well-being,By Florentina A B,5,2,Mixed
447,the-science-of-well-being,By Dina A,5,2,Mixed
448,the-science-of-well-being,By Andrea H,5,2,Mixed
449,the-science-of-well-being,By Cendrine E,5,2,Mixed
450,the-science-of-well-being,By Janice S,5,2,Mixed
451,the-science-of-well-being,By Snake R,5,2,Mixed
452,the-science-of-well-being,By Edwin M,5,0,Mixed
453,the-science-of-well-being,By Dr K R C,5,2,Mixed
454,the-science-of-well-being,By Darlene L,5,2,Mixed
455,the-science-of-well-being,By LOURDES G,5,2,Mixed
456,the-science-of-well-being,By Anissa M,5,2,Mixed
457,the-science-of-well-being,By Nicola J,5,2,Mixed
458,the-science-of-well-being,By Karina Z,5,2,Mixed
459,the-science-of-well-being,By Shun-Heng T,5,2,Mixed
460,the-science-of-well-being,By Donald J P,5,2,Mixed
461,the-science-of-well-being,By Ed D,5,2,Mixed
462,the-science-of-well-being,By Teresa B,5,2,Mixed
463,the-science-of-well-being,By Rachel J,5,2,Mixed
464,the-science-of-well-being,By Debbie P,5,2,Mixed
465,the-science-of-well-being,By Nadezhda M,5,2,Mixed
466,the-science-of-well-being,By Zsuzsa A F,5,2,Mixed
467,the-science-of-well-being,By Marilyn P,5,2,Mixed
468,the-science-of-well-being,By Harry K,5,2,Mixed
469,the-science-of-well-being,By Clarissa M S,5,2,Mixed
470,the-science-of-well-being,By Ana M O ,5,2,Mixed
471,the-science-of-well-being,By Thomas M,5,2,Mixed
472,the-science-of-well-being,By Maribel J R,5,1,Mixed
473,the-science-of-well-being,By Matilde N H ,5,1,Mixed
474,the-science-of-well-being,By Sara M C,5,2,Mixed
475,the-science-of-well-being,By Cavett R,5,2,Mixed
476,the-science-of-well-being,By John M,5,2,Mixed
477,the-science-of-well-being,By Eva A,5,2,Mixed
478,the-science-of-well-being,By Karla S,5,2,Mixed
479,the-science-of-well-being,By Sarah G,5,2,Mixed
480,the-science-of-well-being,By Janine M D,5,2,Mixed
481,the-science-of-well-being,By Erin N P,5,2,Mixed
482,the-science-of-well-being,By debasis r,5,2,Mixed
483,the-science-of-well-being,By Federico L,5,2,Mixed
484,the-science-of-well-being,By Paula M V d C,5,2,Mixed
485,the-science-of-well-being,By Vaishnavi N,5,2,Mixed
486,the-science-of-well-being,By Rosinda d L G R,5,1,Mixed
487,the-science-of-well-being,By Venecia H ,5,2,Mixed
488,the-science-of-well-being,By Ebony R M ,5,2,Mixed
489,the-science-of-well-being,By Jonas O,5,2,Mixed
490,the-science-of-well-being,By Yasi A,5,0,Mixed
491,the-science-of-well-being,By Rose A,5,2,Mixed
492,the-science-of-well-being,By Loreen J R C,5,0,Mixed
493,the-science-of-well-being,By Dawn D,5,2,Mixed
